行列头两行不会被读取,,,,,,,,,,,,,,,,,,,
,,"物品id
",,,,,"0：普通物品
1: 装备
2: 晶石 
3: 礼包","

","0:白 1:绿 2:蓝 3:紫 4:橙
5:红",,永久物品填-1,时限开始时间,公式生成时间戳，策划不用填,0否1是,货币类型，参照Token.xlsx,,,-1：无效果 0: 掉落物品 ,-1：无需填 0: 掉落id ,,,,此列由前3列自动生成，不用填写
,,3892,残响-雷6星，4号位,残响-雷6星，4号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3893,残响-雷6星，4号位,残响-雷6星，4号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3894,残响-雷6星，5号位,残响-雷6星，5号位,icon_1,关卡,2,4,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3895,残响-雷6星，5号位,残响-雷6星，5号位,icon_1,关卡,2,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3896,残响-雷6星，5号位,残响-雷6星，5号位,icon_1,关卡,2,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3897,残响-雷6星，5号位,残响-雷6星，5号位,icon_1,关卡,2,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3898,残响-雷6星，5号位,残响-雷6星，5号位,icon_1,关卡,2,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3899,残响-雷6星，5号位,残响-雷6星，5号位,icon_1,关卡,2,4,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3900,残响-时1星，1号位,残响-时1星，1号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3901,残响-时1星，1号位,残响-时1星，1号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3902,残响-时1星，1号位,残响-时1星，1号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3903,残响-时1星，1号位,残响-时1星，1号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3904,残响-时1星，1号位,残响-时1星，1号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3905,残响-时1星，1号位,残响-时1星，1号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3906,残响-时1星，2号位,残响-时1星，2号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3907,残响-时1星，2号位,残响-时1星，2号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3908,残响-时1星，2号位,残响-时1星，2号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3909,残响-时1星，2号位,残响-时1星，2号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3910,残响-时1星，2号位,残响-时1星，2号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3911,残响-时1星，2号位,残响-时1星，2号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3912,残响-时1星，3号位,残响-时1星，3号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3913,残响-时1星，3号位,残响-时1星，3号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3914,残响-时1星，3号位,残响-时1星，3号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3915,残响-时1星，3号位,残响-时1星，3号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3916,残响-时1星，3号位,残响-时1星，3号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3917,残响-时1星，3号位,残响-时1星，3号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3918,残响-时1星，4号位,残响-时1星，4号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3919,残响-时1星，4号位,残响-时1星，4号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3920,残响-时1星，4号位,残响-时1星，4号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3921,残响-时1星，4号位,残响-时1星，4号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3922,残响-时1星，4号位,残响-时1星，4号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3923,残响-时1星，4号位,残响-时1星，4号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3924,残响-时1星，5号位,残响-时1星，5号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3925,残响-时1星，5号位,残响-时1星，5号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3926,残响-时1星，5号位,残响-时1星，5号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3927,残响-时1星，5号位,残响-时1星，5号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3928,残响-时1星，5号位,残响-时1星，5号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3929,残响-时1星，5号位,残响-时1星，5号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3930,残响-时2星，1号位,残响-时2星，1号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3931,残响-时2星，1号位,残响-时2星，1号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3932,残响-时2星，1号位,残响-时2星，1号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3933,残响-时2星，1号位,残响-时2星，1号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3934,残响-时2星，1号位,残响-时2星，1号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3935,残响-时2星，1号位,残响-时2星，1号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3936,残响-时2星，2号位,残响-时2星，2号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3937,残响-时2星，2号位,残响-时2星，2号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3938,残响-时2星，2号位,残响-时2星，2号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3939,残响-时2星，2号位,残响-时2星，2号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3940,残响-时2星，2号位,残响-时2星，2号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3941,残响-时2星，2号位,残响-时2星，2号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3942,残响-时2星，3号位,残响-时2星，3号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3943,残响-时2星，3号位,残响-时2星，3号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3944,残响-时2星，3号位,残响-时2星，3号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3945,残响-时2星，3号位,残响-时2星，3号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3946,残响-时2星，3号位,残响-时2星，3号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3947,残响-时2星，3号位,残响-时2星，3号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3948,残响-时2星，4号位,残响-时2星，4号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3949,残响-时2星，4号位,残响-时2星，4号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3950,残响-时2星，4号位,残响-时2星，4号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3951,残响-时2星，4号位,残响-时2星，4号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3952,残响-时2星，4号位,残响-时2星，4号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3953,残响-时2星，4号位,残响-时2星，4号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3954,残响-时2星，5号位,残响-时2星，5号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3955,残响-时2星，5号位,残响-时2星，5号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3956,残响-时2星，5号位,残响-时2星，5号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3957,残响-时2星，5号位,残响-时2星，5号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3958,残响-时2星，5号位,残响-时2星，5号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3959,残响-时2星，5号位,残响-时2星，5号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3960,残响-时3星，1号位,残响-时3星，1号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3961,残响-时3星，1号位,残响-时3星，1号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3962,残响-时3星，1号位,残响-时3星，1号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3963,残响-时3星，1号位,残响-时3星，1号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3964,残响-时3星，1号位,残响-时3星，1号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3965,残响-时3星，1号位,残响-时3星，1号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3966,残响-时3星，2号位,残响-时3星，2号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3967,残响-时3星，2号位,残响-时3星，2号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3968,残响-时3星，2号位,残响-时3星，2号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3969,残响-时3星，2号位,残响-时3星，2号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3970,残响-时3星，2号位,残响-时3星，2号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3971,残响-时3星，2号位,残响-时3星，2号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3972,残响-时3星，3号位,残响-时3星，3号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3973,残响-时3星，3号位,残响-时3星，3号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3974,残响-时3星，3号位,残响-时3星，3号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3975,残响-时3星，3号位,残响-时3星，3号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3976,残响-时3星，3号位,残响-时3星，3号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3977,残响-时3星，3号位,残响-时3星，3号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3978,残响-时3星，4号位,残响-时3星，4号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3979,残响-时3星，4号位,残响-时3星，4号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3980,残响-时3星，4号位,残响-时3星，4号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3981,残响-时3星，4号位,残响-时3星，4号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3982,残响-时3星，4号位,残响-时3星，4号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3983,残响-时3星，4号位,残响-时3星，4号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3984,残响-时3星，5号位,残响-时3星，5号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3985,残响-时3星，5号位,残响-时3星，5号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3986,残响-时3星，5号位,残响-时3星，5号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3987,残响-时3星，5号位,残响-时3星，5号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3988,残响-时3星，5号位,残响-时3星，5号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3989,残响-时3星，5号位,残响-时3星，5号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3990,残响-时4星，1号位,残响-时4星，1号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3991,残响-时4星，1号位,残响-时4星，1号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3992,残响-时4星，1号位,残响-时4星，1号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3993,残响-时4星，1号位,残响-时4星，1号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3994,残响-时4星，1号位,残响-时4星，1号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3995,残响-时4星，1号位,残响-时4星，1号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3996,残响-时4星，2号位,残响-时4星，2号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3997,残响-时4星，2号位,残响-时4星，2号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3998,残响-时4星，2号位,残响-时4星，2号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3999,残响-时4星，2号位,残响-时4星，2号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4000,残响-时4星，2号位,残响-时4星，2号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4001,残响-时4星，2号位,残响-时4星，2号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4002,残响-时4星，3号位,残响-时4星，3号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4003,残响-时4星，3号位,残响-时4星，3号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4004,残响-时4星，3号位,残响-时4星，3号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4005,残响-时4星，3号位,残响-时4星，3号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4006,残响-时4星，3号位,残响-时4星，3号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4007,残响-时4星，3号位,残响-时4星，3号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4008,残响-时4星，4号位,残响-时4星，4号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4009,残响-时4星，4号位,残响-时4星，4号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4010,残响-时4星，4号位,残响-时4星，4号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4011,残响-时4星，4号位,残响-时4星，4号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4012,残响-时4星，4号位,残响-时4星，4号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4013,残响-时4星，4号位,残响-时4星，4号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4014,残响-时4星，5号位,残响-时4星，5号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4015,残响-时4星，5号位,残响-时4星，5号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4016,残响-时4星，5号位,残响-时4星，5号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4017,残响-时4星，5号位,残响-时4星，5号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4018,残响-时4星，5号位,残响-时4星，5号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4019,残响-时4星，5号位,残响-时4星，5号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4020,残响-时5星，1号位,残响-时5星，1号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4021,残响-时5星，1号位,残响-时5星，1号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4022,残响-时5星，1号位,残响-时5星，1号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4023,残响-时5星，1号位,残响-时5星，1号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4024,残响-时5星，1号位,残响-时5星，1号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4025,残响-时5星，1号位,残响-时5星，1号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4026,残响-时5星，2号位,残响-时5星，2号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4027,残响-时5星，2号位,残响-时5星，2号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4028,残响-时5星，2号位,残响-时5星，2号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4029,残响-时5星，2号位,残响-时5星，2号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4030,残响-时5星，2号位,残响-时5星，2号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4031,残响-时5星，2号位,残响-时5星，2号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4032,残响-时5星，3号位,残响-时5星，3号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4033,残响-时5星，3号位,残响-时5星，3号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4034,残响-时5星，3号位,残响-时5星，3号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4035,残响-时5星，3号位,残响-时5星，3号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4036,残响-时5星，3号位,残响-时5星，3号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4037,残响-时5星，3号位,残响-时5星，3号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4038,残响-时5星，4号位,残响-时5星，4号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4039,残响-时5星，4号位,残响-时5星，4号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4040,残响-时5星，4号位,残响-时5星，4号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4041,残响-时5星，4号位,残响-时5星，4号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4042,残响-时5星，4号位,残响-时5星，4号位,icon_1,关卡,2,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4043,残响-时5星，4号位,残响-时5星，4号位,icon_1,关卡,2,5,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4044,残响-时5星，5号位,残响-时5星，5号位,icon_1,关卡,2,5,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4045,残响-时5星，5号位,残响-时5星，5号位,icon_1,关卡,2,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4046,残响-时5星，5号位,残响-时5星，5号位,icon_1,关卡,2,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,4047,残响-时5星，5号位,残响-时5星，5号位,icon_1,关卡,2,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
